C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_182.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_182.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_182.jpg,0,0,0,1.03866E-05
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_249.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_249.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_249.jpg,0,0,0,1.240736E-05
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_318.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_318.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_318.jpg,0,0,0,9.279098E-06
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_388.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_388.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_388.jpg,0,0,0,5.873937E-06
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_455.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_455.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_455.jpg,0,0,0,1.962448E-05
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_528.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_528.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_528.jpg,0,0,0,3.99491E-06
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_594.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_594.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_594.jpg,0,0.216609,0,0.09418377
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_660.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_660.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_660.jpg,0,0.4034988,0,0.3555166
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_729.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_729.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_729.jpg,0,0.5840199,0,0.7081437
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_797.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_797.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_797.jpg,0,0.8251315,0,1.361351
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_863.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_863.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_863.jpg,0,1,0,2.048303
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_19_934.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_19_934.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_19_934.jpg,0,1,0,3.000874
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_20_001.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_20_001.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_20_001.jpg,0,1,0,3.705952
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_20_070.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_20_070.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_20_070.jpg,0,1,0,4.410136
C:\Users\alpar\OneDrive\Masaüstü\data\IMG\center_2020_05_29_02_15_20_141.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\left_2020_05_29_02_15_20_141.jpg,C:\Users\alpar\OneDrive\Masaüstü\data\IMG\right_2020_05_29_02_15_20_141.jpg,-0.1,1,0,5.338712
